ParameterNmbr ParameterName Filename Row.Number Col.Start Col.End DecimalPlaces
7            REVAPMN      000050002.gw 8            1            16           7           
7            REVAPMN      000050003.gw 8            1            16           7           
7            REVAPMN      000050004.gw 8            1            16           7           
7            REVAPMN      000050005.gw 8            1            16           7           
7            REVAPMN      000050006.gw 8            1            16           7           
7            REVAPMN      000050007.gw 8            1            16           7           
7            REVAPMN      000050008.gw 8            1            16           7           
7            REVAPMN      000050009.gw 8            1            16           7           
7            REVAPMN      000050010.gw 8            1            16           7           
7            REVAPMN      000050011.gw 8            1            16           7           
7            REVAPMN      000050012.gw 8            1            16           7           
7            REVAPMN      000050013.gw 8            1            16           7           
7            REVAPMN      000050014.gw 8            1            16           7           
7            REVAPMN      000050015.gw 8            1            16           7           
7            REVAPMN      000050016.gw 8            1            16           7           
8            GW_DELAY     000010001.gw 4            1            16           7           
8            GW_DELAY     000010002.gw 4            1            16           7           
8            GW_DELAY     000010003.gw 4            1            16           7           
8            GW_DELAY     000010004.gw 4            1            16           7           
8            GW_DELAY     000010005.gw 4            1            16           7           
8            GW_DELAY     000010006.gw 4            1            16           7           
8            GW_DELAY     000010007.gw 4            1            16           7           
8            GW_DELAY     000010008.gw 4            1            16           7           
8            GW_DELAY     000010009.gw 4            1            16           7           
8            GW_DELAY     000010010.gw 4            1            16           7           
8            GW_DELAY     000010011.gw 4            1            16           7           
8            GW_DELAY     000010012.gw 4            1            16           7           
8            GW_DELAY     000010013.gw 4            1            16           7           
8            GW_DELAY     000010014.gw 4            1            16           7           
8            GW_DELAY     000010015.gw 4            1            16           7           
8            GW_DELAY     000010016.gw 4            1            16           7           
8            GW_DELAY     000010017.gw 4            1            16           7           
8            GW_DELAY     000010018.gw 4            1            16           7           
8            GW_DELAY     000010019.gw 4            1            16           7           
8            GW_DELAY     000010020.gw 4            1            16           7           
8            GW_DELAY     000010021.gw 4            1            16           7           
8            GW_DELAY     000020001.gw 4            1            16           7           
8            GW_DELAY     000020002.gw 4            1            16           7           
8            GW_DELAY     000020003.gw 4            1            16           7           
8            GW_DELAY     000020004.gw 4            1            16           7           
8            GW_DELAY     000020005.gw 4            1            16           7           
8            GW_DELAY     000020006.gw 4            1            16           7           
8            GW_DELAY     000020007.gw 4            1            16           7           
8            GW_DELAY     000020008.gw 4            1            16           7           
8            GW_DELAY     000020009.gw 4            1            16           7           
8            GW_DELAY     000020010.gw 4            1            16           7           
8            GW_DELAY     000020011.gw 4            1            16           7           
8            GW_DELAY     000020012.gw 4            1            16           7           
8            GW_DELAY     000020013.gw 4            1            16           7           
8            GW_DELAY     000020014.gw 4            1            16           7           
8            GW_DELAY     000020015.gw 4            1            16           7           
8            GW_DELAY     000020016.gw 4            1            16           7           
8            GW_DELAY     000020017.gw 4            1            16           7           
8            GW_DELAY     000020018.gw 4            1            16           7           
8            GW_DELAY     000020019.gw 4            1            16           7           
8            GW_DELAY     000020020.gw 4            1            16           7           
8            GW_DELAY     000020021.gw 4            1            16           7           
8            GW_DELAY     000020022.gw 4            1            16           7           
8            GW_DELAY     000020023.gw 4            1            16           7           
8            GW_DELAY     000020024.gw 4            1            16           7           
8            GW_DELAY     000020025.gw 4            1            16           7           
8            GW_DELAY     000020026.gw 4            1            16           7           
8            GW_DELAY     000020027.gw 4            1            16           7           
8            GW_DELAY     000020028.gw 4            1            16           7           
8            GW_DELAY     000020029.gw 4            1            16           7           
8            GW_DELAY     000020030.gw 4            1            16           7           
8            GW_DELAY     000020031.gw 4            1            16           7           
8            GW_DELAY     000020032.gw 4            1            16           7           
8            GW_DELAY     000030001.gw 4            1            16           7           
8            GW_DELAY     000030002.gw 4            1            16           7           
8            GW_DELAY     000030003.gw 4            1            16           7           
8            GW_DELAY     000030004.gw 4            1            16           7           
8            GW_DELAY     000030005.gw 4            1            16           7           
8            GW_DELAY     000030006.gw 4            1            16           7           
8            GW_DELAY     000030007.gw 4            1            16           7           
8            GW_DELAY     000030008.gw 4            1            16           7           
8            GW_DELAY     000030009.gw 4            1            16           7           
8            GW_DELAY     000030010.gw 4            1            16           7           
8            GW_DELAY     000030011.gw 4            1            16           7           
8            GW_DELAY     000030012.gw 4            1            16           7           
8            GW_DELAY     000030013.gw 4            1            16           7           
8            GW_DELAY     000030014.gw 4            1            16           7           
8            GW_DELAY     000030015.gw 4            1            16           7           
8            GW_DELAY     000030016.gw 4            1            16           7           
8            GW_DELAY     000030017.gw 4            1            16           7           
8            GW_DELAY     000030018.gw 4            1            16           7           
8            GW_DELAY     000030019.gw 4            1            16           7           
8            GW_DELAY     000040001.gw 4            1            16           7           
8            GW_DELAY     000040002.gw 4            1            16           7           
8            GW_DELAY     000040003.gw 4            1            16           7           
8            GW_DELAY     000040004.gw 4            1            16           7           
8            GW_DELAY     000040005.gw 4            1            16           7           
8            GW_DELAY     000040006.gw 4            1            16           7           
8            GW_DELAY     000040007.gw 4            1            16           7           
8            GW_DELAY     000040008.gw 4            1            16           7           
8            GW_DELAY     000040009.gw 4            1            16           7           
8            GW_DELAY     000040010.gw 4            1            16           7           
8            GW_DELAY     000040011.gw 4            1            16           7           
8            GW_DELAY     000040012.gw 4            1            16           7           
8            GW_DELAY     000040013.gw 4            1            16           7           
8            GW_DELAY     000040014.gw 4            1            16           7           
8            GW_DELAY     000040015.gw 4            1            16           7           
8            GW_DELAY     000040016.gw 4            1            16           7           
8            GW_DELAY     000040017.gw 4            1            16           7           
8            GW_DELAY     000040018.gw 4            1            16           7           
8            GW_DELAY     000040019.gw 4            1            16           7           
8            GW_DELAY     000040020.gw 4            1            16           7           
8            GW_DELAY     000040021.gw 4            1            16           7           
8            GW_DELAY     000040022.gw 4            1            16           7           
8            GW_DELAY     000040023.gw 4            1            16           7           
8            GW_DELAY     000040024.gw 4            1            16           7           
8            GW_DELAY     000040025.gw 4            1            16           7           
8            GW_DELAY     000040026.gw 4            1            16           7           
8            GW_DELAY     000050001.gw 4            1            16           7           
8            GW_DELAY     000050002.gw 4            1            16           7           
8            GW_DELAY     000050003.gw 4            1            16           7           
8            GW_DELAY     000050004.gw 4            1            16           7           
8            GW_DELAY     000050005.gw 4            1            16           7           
8            GW_DELAY     000050006.gw 4            1            16           7           
8            GW_DELAY     000050007.gw 4            1            16           7           
8            GW_DELAY     000050008.gw 4            1            16           7           
8            GW_DELAY     000050009.gw 4            1            16           7           
8            GW_DELAY     000050010.gw 4            1            16           7           
8            GW_DELAY     000050011.gw 4            1            16           7           
8            GW_DELAY     000050012.gw 4            1            16           7           
8            GW_DELAY     000050013.gw 4            1            16           7           
8            GW_DELAY     000050014.gw 4            1            16           7           
8            GW_DELAY     000050015.gw 4            1            16           7           
8            GW_DELAY     000050016.gw 4            1            16           7           
9            ALPHA_BF     000010001.gw 5            1            16           7           
9            ALPHA_BF     000010002.gw 5            1            16           7           
9            ALPHA_BF     000010003.gw 5            1            16           7           
9            ALPHA_BF     000010004.gw 5            1            16           7           
9            ALPHA_BF     000010005.gw 5            1            16           7           
9            ALPHA_BF     000010006.gw 5            1            16           7           
9            ALPHA_BF     000010007.gw 5            1            16           7           
9            ALPHA_BF     000010008.gw 5            1            16           7           
9            ALPHA_BF     000010009.gw 5            1            16           7           
9            ALPHA_BF     000010010.gw 5            1            16           7           
9            ALPHA_BF     000010011.gw 5            1            16           7           
9            ALPHA_BF     000010012.gw 5            1            16           7           
9            ALPHA_BF     000010013.gw 5            1            16           7           
9            ALPHA_BF     000010014.gw 5            1            16           7           
9            ALPHA_BF     000010015.gw 5            1            16           7           
9            ALPHA_BF     000010016.gw 5            1            16           7           
9            ALPHA_BF     000010017.gw 5            1            16           7           
9            ALPHA_BF     000010018.gw 5            1            16           7           
9            ALPHA_BF     000010019.gw 5            1            16           7           
9            ALPHA_BF     000010020.gw 5            1            16           7           
9            ALPHA_BF     000010021.gw 5            1            16           7           
9            ALPHA_BF     000020001.gw 5            1            16           7           
9            ALPHA_BF     000020002.gw 5            1            16           7           
9            ALPHA_BF     000020003.gw 5            1            16           7           
9            ALPHA_BF     000020004.gw 5            1            16           7           
9            ALPHA_BF     000020005.gw 5            1            16           7           
9            ALPHA_BF     000020006.gw 5            1            16           7           
9            ALPHA_BF     000020007.gw 5            1            16           7           
9            ALPHA_BF     000020008.gw 5            1            16           7           
9            ALPHA_BF     000020009.gw 5            1            16           7           
9            ALPHA_BF     000020010.gw 5            1            16           7           
9            ALPHA_BF     000020011.gw 5            1            16           7           
9            ALPHA_BF     000020012.gw 5            1            16           7           
9            ALPHA_BF     000020013.gw 5            1            16           7           
9            ALPHA_BF     000020014.gw 5            1            16           7           
9            ALPHA_BF     000020015.gw 5            1            16           7           
9            ALPHA_BF     000020016.gw 5            1            16           7           
9            ALPHA_BF     000020017.gw 5            1            16           7           
9            ALPHA_BF     000020018.gw 5            1            16           7           
9            ALPHA_BF     000020019.gw 5            1            16           7           
9            ALPHA_BF     000020020.gw 5            1            16           7           
9            ALPHA_BF     000020021.gw 5            1            16           7           
9            ALPHA_BF     000020022.gw 5            1            16           7           
9            ALPHA_BF     000020023.gw 5            1            16           7           
9            ALPHA_BF     000020024.gw 5            1            16           7           
9            ALPHA_BF     000020025.gw 5            1            16           7           
9            ALPHA_BF     000020026.gw 5            1            16           7           
9            ALPHA_BF     000020027.gw 5            1            16           7           
9            ALPHA_BF     000020028.gw 5            1            16           7           
9            ALPHA_BF     000020029.gw 5            1            16           7           
9            ALPHA_BF     000020030.gw 5            1            16           7           
9            ALPHA_BF     000020031.gw 5            1            16           7           
9            ALPHA_BF     000020032.gw 5            1            16           7           
9            ALPHA_BF     000030001.gw 5            1            16           7           
9            ALPHA_BF     000030002.gw 5            1            16           7           
9            ALPHA_BF     000030003.gw 5            1            16           7           
9            ALPHA_BF     000030004.gw 5            1            16           7           
9            ALPHA_BF     000030005.gw 5            1            16           7           
9            ALPHA_BF     000030006.gw 5            1            16           7           
9            ALPHA_BF     000030007.gw 5            1            16           7           
9            ALPHA_BF     000030008.gw 5            1            16           7           
9            ALPHA_BF     000030009.gw 5            1            16           7           
9            ALPHA_BF     000030010.gw 5            1            16           7           
9            ALPHA_BF     000030011.gw 5            1            16           7           
9            ALPHA_BF     000030012.gw 5            1            16           7           
9            ALPHA_BF     000030013.gw 5            1            16           7           
9            ALPHA_BF     000030014.gw 5            1            16           7           
9            ALPHA_BF     000030015.gw 5            1            16           7           
9            ALPHA_BF     000030016.gw 5            1            16           7           
9            ALPHA_BF     000030017.gw 5            1            16           7           
9            ALPHA_BF     000030018.gw 5            1            16           7           
9            ALPHA_BF     000030019.gw 5            1            16           7           
9            ALPHA_BF     000040001.gw 5            1            16           7           
9            ALPHA_BF     000040002.gw 5            1            16           7           
9            ALPHA_BF     000040003.gw 5            1            16           7           
9            ALPHA_BF     000040004.gw 5            1            16           7           
9            ALPHA_BF     000040005.gw 5            1            16           7           
9            ALPHA_BF     000040006.gw 5            1            16           7           
9            ALPHA_BF     000040007.gw 5            1            16           7           
9            ALPHA_BF     000040008.gw 5            1            16           7           
9            ALPHA_BF     000040009.gw 5            1            16           7           
9            ALPHA_BF     000040010.gw 5            1            16           7           
9            ALPHA_BF     000040011.gw 5            1            16           7           
9            ALPHA_BF     000040012.gw 5            1            16           7           
9            ALPHA_BF     000040013.gw 5            1            16           7           
9            ALPHA_BF     000040014.gw 5            1            16           7           
9            ALPHA_BF     000040015.gw 5            1            16           7           
9            ALPHA_BF     000040016.gw 5            1            16           7           
9            ALPHA_BF     000040017.gw 5            1            16           7           
9            ALPHA_BF     000040018.gw 5            1            16           7           
9            ALPHA_BF     000040019.gw 5            1            16           7           
9            ALPHA_BF     000040020.gw 5            1            16           7           
9            ALPHA_BF     000040021.gw 5            1            16           7           
9            ALPHA_BF     000040022.gw 5            1            16           7           
9            ALPHA_BF     000040023.gw 5            1            16           7           
9            ALPHA_BF     000040024.gw 5            1            16           7           
9            ALPHA_BF     000040025.gw 5            1            16           7           
9            ALPHA_BF     000040026.gw 5            1            16           7           
9            ALPHA_BF     000050001.gw 5            1            16           7           
9            ALPHA_BF     000050002.gw 5            1            16           7           
9            ALPHA_BF     000050003.gw 5            1            16           7           
9            ALPHA_BF     000050004.gw 5            1            16           7           
9            ALPHA_BF     000050005.gw 5            1            16           7           
9            ALPHA_BF     000050006.gw 5            1            16           7           
9            ALPHA_BF     000050007.gw 5            1            16           7           
9            ALPHA_BF     000050008.gw 5            1            16           7           
9            ALPHA_BF     000050009.gw 5            1            16           7           
9            ALPHA_BF     000050010.gw 5            1            16           7           
9            ALPHA_BF     000050011.gw 5            1            16           7           
9             ALPHA_BF      000050012.gw  5             1             16            7            
9             ALPHA_BF      000050013.gw  5             1             16            7            
9             ALPHA_BF      000050014.gw  5             1             16            7            
9             ALPHA_BF      000050015.gw  5             1             16            7            
9             ALPHA_BF      000050016.gw  5             1             16            7            
10            SOL_K         000010001.sol 11            28            39            5            
10            SOL_K         000010002.sol 11            28            39            5            
10            SOL_K         000010003.sol 11            28            39            5            
10            SOL_K         000010004.sol 11            28            39            5            
10            SOL_K         000010005.sol 11            28            39            5            
10            SOL_K         000010006.sol 11            28            39            5            
10            SOL_K         000010007.sol 11            28            39            5            
10            SOL_K         000010008.sol 11            28            39            5            
10            SOL_K         000010009.sol 11            28            39            5            
10            SOL_K         000010010.sol 11            28            39            5            
10            SOL_K         000010011.sol 11            28            39            5            
10            SOL_K         000010012.sol 11            28            39            5            
10            SOL_K         000010013.sol 11            28            39            5            
10            SOL_K         000010014.sol 11            28            39            5            
10            SOL_K         000010015.sol 11            28            39            5            
10            SOL_K         000010016.sol 11            28            39            5            
10            SOL_K         000010017.sol 11            28            39            5            
10            SOL_K         000010018.sol 11            28            39            5            
10            SOL_K         000010019.sol 11            28            39            5            
10            SOL_K         000010020.sol 11            28            39            5            
10            SOL_K         000010021.sol 11            28            39            5            
10            SOL_K         000020001.sol 11            28            39            5            
10            SOL_K         000020002.sol 11            28            39            5            
10            SOL_K         000020003.sol 11            28            39            5            
10            SOL_K         000020004.sol 11            28            39            5            
10            SOL_K         000020005.sol 11            28            39            5            
10            SOL_K         000020006.sol 11            28            39            5            
10            SOL_K         000020007.sol 11            28            39            5            
10            SOL_K         000020008.sol 11            28            39            5            
10            SOL_K         000020009.sol 11            28            39            5            
10            SOL_K         000020010.sol 11            28            39            5            
10            SOL_K         000020011.sol 11            28            39            5            
10            SOL_K         000020012.sol 11            28            39            5            
10            SOL_K         000020013.sol 11            28            39            5            
10            SOL_K         000020014.sol 11            28            39            5            
10            SOL_K         000020015.sol 11            28            39            5            
10            SOL_K         000020016.sol 11            28            39            5            
10            SOL_K         000020017.sol 11            28            39            5            
10            SOL_K         000020018.sol 11            28            39            5            
10            SOL_K         000020019.sol 11            28            39            5            
10            SOL_K         000020020.sol 11            28            39            5            
10            SOL_K         000020021.sol 11            28            39            5            
10            SOL_K         000020022.sol 11            28            39            5            
10            SOL_K         000020023.sol 11            28            39            5            
10            SOL_K         000020024.sol 11            28            39            5            
10            SOL_K         000020025.sol 11            28            39            5            
10            SOL_K         000020026.sol 11            28            39            5            
10            SOL_K         000020027.sol 11            28            39            5            
10            SOL_K         000020028.sol 11            28            39            5            
10            SOL_K         000020029.sol 11            28            39            5            
10            SOL_K         000020030.sol 11            28            39            5            
10            SOL_K         000020031.sol 11            28            39            5            
10            SOL_K         000020032.sol 11            28            39            5            
10            SOL_K         000030001.sol 11            28            39            5            
10            SOL_K         000030002.sol 11            28            39            5            
10            SOL_K         000030003.sol 11            28            39            5            
10            SOL_K         000030004.sol 11            28            39            5            
10            SOL_K         000030005.sol 11            28            39            5            
10            SOL_K         000030006.sol 11            28            39            5            
10            SOL_K         000030007.sol 11            28            39            5            
10            SOL_K         000030008.sol 11            28            39            5            
10            SOL_K         000030009.sol 11            28            39            5            
10            SOL_K         000030010.sol 11            28            39            5            
10            SOL_K         000030011.sol 11            28            39            5            
10            SOL_K         000030012.sol 11            28            39            5            
10            SOL_K         000030013.sol 11            28            39            5            
10            SOL_K         000030014.sol 11            28            39            5            
10            SOL_K         000030015.sol 11            28            39            5            
10            SOL_K         000030016.sol 11            28            39            5            
10            SOL_K         000030017.sol 11            28            39            5            
10            SOL_K         000030018.sol 11            28            39            5            
10            SOL_K         000030019.sol 11            28            39            5            
10            SOL_K         000040001.sol 11            28            39            5            
10            SOL_K         000040002.sol 11            28            39            5            
10            SOL_K         000040003.sol 11            28            39            5            
10            SOL_K         000040004.sol 11            28            39            5            
10            SOL_K         000040005.sol 11            28            39            5            
10            SOL_K         000040006.sol 11            28            39            5            
10            SOL_K         000040007.sol 11            28            39            5            
10            SOL_K         000040008.sol 11            28            39            5            
10            SOL_K         000040009.sol 11            28            39            5            
10            SOL_K         000040010.sol 11            28            39            5            
10            SOL_K         000040011.sol 11            28            39            5            
10            SOL_K         000040012.sol 11            28            39            5            
10            SOL_K         000040013.sol 11            28            39            5            
10            SOL_K         000040014.sol 11            28            39            5            
10            SOL_K         000040015.sol 11            28            39            5            
10            SOL_K         000040016.sol 11            28            39            5            
10            SOL_K         000040017.sol 11            28            39            5            
10            SOL_K         000040018.sol 11            28            39            5            
10            SOL_K         000040019.sol 11            28            39            5            
10            SOL_K         000040020.sol 11            28            39            5            
10            SOL_K         000040021.sol 11            28            39            5            
10            SOL_K         000040022.sol 11            28            39            5            
10            SOL_K         000040023.sol 11            28            39            5            
10            SOL_K         000040024.sol 11            28            39            5            
10            SOL_K         000040025.sol 11            28            39            5            
10            SOL_K         000040026.sol 11            28            39            5            
10            SOL_K         000050001.sol 11            28            39            5            
10            SOL_K         000050002.sol 11            28            39            5            
10            SOL_K         000050003.sol 11            28            39            5            
10            SOL_K         000050004.sol 11            28            39            5            
10            SOL_K         000050005.sol 11            28            39            5            
10            SOL_K         000050006.sol 11            28            39            5            
10            SOL_K         000050007.sol 11            28            39            5            
10            SOL_K         000050008.sol 11            28            39            5            
10            SOL_K         000050009.sol 11            28            39            5            
10            SOL_K         000050010.sol 11            28            39            5            
10            SOL_K         000050011.sol 11            28            39            5            
10            SOL_K         000050012.sol 11            28            39            5            
10            SOL_K         000050013.sol 11            28            39            5            
10            SOL_K         000050014.sol 11            28            39            5            
10            SOL_K         000050015.sol 11            28            39            5            
10            SOL_K         000050016.sol 11            28            39            5            
11            SOL_AWC       000010001.sol 10            28            39            5            
11            SOL_AWC       000010002.sol 10            28            39            5            
11            SOL_AWC       000010003.sol 10            28            39            5            
11            SOL_AWC       000010004.sol 10            28            39            5            
11            SOL_AWC       000010005.sol 10            28            39            5            
11            SOL_AWC       000010006.sol 10            28            39            5            
11            SOL_AWC       000010007.sol 10            28            39            5            
11            SOL_AWC       000010008.sol 10            28            39            5            
11            SOL_AWC       000010009.sol 10            28            39            5            
11            SOL_AWC       000010010.sol 10            28            39            5            
11            SOL_AWC       000010011.sol 10            28            39            5            
11            SOL_AWC       000010012.sol 10            28            39            5            
11            SOL_AWC       000010013.sol 10            28            39            5            
11            SOL_AWC       000010014.sol 10            28            39            5            
11            SOL_AWC       000010015.sol 10            28            39            5            
11            SOL_AWC       000010016.sol 10            28            39            5            
11            SOL_AWC       000010017.sol 10            28            39            5            
11            SOL_AWC       000010018.sol 10            28            39            5            
11            SOL_AWC       000010019.sol 10            28            39            5            
11            SOL_AWC       000010020.sol 10            28            39            5            
11            SOL_AWC       000010021.sol 10            28            39            5            
11            SOL_AWC       000020001.sol 10            28            39            5            
11            SOL_AWC       000020002.sol 10            28            39            5            
11            SOL_AWC       000020003.sol 10            28            39            5            
11            SOL_AWC       000020004.sol 10            28            39            5            
11            SOL_AWC       000020005.sol 10            28            39            5            
11            SOL_AWC       000020006.sol 10            28            39            5            
11            SOL_AWC       000020007.sol 10            28            39            5            
11            SOL_AWC       000020008.sol 10            28            39            5            
11            SOL_AWC       000020009.sol 10            28            39            5            
11            SOL_AWC       000020010.sol 10            28            39            5            
11            SOL_AWC       000020011.sol 10            28            39            5            
11            SOL_AWC       000020012.sol 10            28            39            5            
11            SOL_AWC       000020013.sol 10            28            39            5            
11            SOL_AWC       000020014.sol 10            28            39            5            
11            SOL_AWC       000020015.sol 10            28            39            5            
11            SOL_AWC       000020016.sol 10            28            39            5            
11            SOL_AWC       000020017.sol 10            28            39            5            
11            SOL_AWC       000020018.sol 10            28            39            5            
11            SOL_AWC       000020019.sol 10            28            39            5            
11            SOL_AWC       000020020.sol 10            28            39            5            
11            SOL_AWC       000020021.sol 10            28            39            5            
11            SOL_AWC       000020022.sol 10            28            39            5            
11            SOL_AWC       000020023.sol 10            28            39            5            
11            SOL_AWC       000020024.sol 10            28            39            5            
11            SOL_AWC       000020025.sol 10            28            39            5            
11            SOL_AWC       000020026.sol 10            28            39            5            
11            SOL_AWC       000020027.sol 10            28            39            5            
11            SOL_AWC       000020028.sol 10            28            39            5            
11            SOL_AWC       000020029.sol 10            28            39            5            
11            SOL_AWC       000020030.sol 10            28            39            5            
11            SOL_AWC       000020031.sol 10            28            39            5            
11            SOL_AWC       000020032.sol 10            28            39            5            
11            SOL_AWC       000030001.sol 10            28            39            5            
11            SOL_AWC       000030002.sol 10            28            39            5            
11            SOL_AWC       000030003.sol 10            28            39            5            
11            SOL_AWC       000030004.sol 10            28            39            5            
11            SOL_AWC       000030005.sol 10            28            39            5            
11            SOL_AWC       000030006.sol 10            28            39            5            
11            SOL_AWC       000030007.sol 10            28            39            5            
11            SOL_AWC       000030008.sol 10            28            39            5            
11            SOL_AWC       000030009.sol 10            28            39            5            
11            SOL_AWC       000030010.sol 10            28            39            5            
11            SOL_AWC       000030011.sol 10            28            39            5            
11            SOL_AWC       000030012.sol 10            28            39            5            
11            SOL_AWC       000030013.sol 10            28            39            5            
11            SOL_AWC       000030014.sol 10            28            39            5            
11            SOL_AWC       000030015.sol 10            28            39            5            
11            SOL_AWC       000030016.sol 10            28            39            5            
11            SOL_AWC       000030017.sol 10            28            39            5            
11            SOL_AWC       000030018.sol 10            28            39            5            
11            SOL_AWC       000030019.sol 10            28            39            5            
11            SOL_AWC       000040001.sol 10            28            39            5            
11            SOL_AWC       000040002.sol 10            28            39            5            
11            SOL_AWC       000040003.sol 10            28            39            5            
11            SOL_AWC       000040004.sol 10            28            39            5            
11            SOL_AWC       000040005.sol 10            28            39            5            
11            SOL_AWC       000040006.sol 10            28            39            5            
11            SOL_AWC       000040007.sol 10            28            39            5            
11            SOL_AWC       000040008.sol 10            28            39            5            
11            SOL_AWC       000040009.sol 10            28            39            5            
11            SOL_AWC       000040010.sol 10            28            39            5            
11            SOL_AWC       000040011.sol 10            28            39            5            
11            SOL_AWC       000040012.sol 10            28            39            5            
11            SOL_AWC       000040013.sol 10            28            39            5            
11            SOL_AWC       000040014.sol 10            28            39            5            
11            SOL_AWC       000040015.sol 10            28            39            5            
11            SOL_AWC       000040016.sol 10            28            39            5            
11            SOL_AWC       000040017.sol 10            28            39            5            
11            SOL_AWC       000040018.sol 10            28            39            5            
11            SOL_AWC       000040019.sol 10            28            39            5            
11            SOL_AWC       000040020.sol 10            28            39            5            
11            SOL_AWC       000040021.sol 10            28            39            5            
11            SOL_AWC       000040022.sol 10            28            39            5            
11            SOL_AWC       000040023.sol 10            28            39            5            
11            SOL_AWC       000040024.sol 10            28            39            5            
11            SOL_AWC       000040025.sol 10            28            39            5            
11            SOL_AWC       000040026.sol 10            28            39            5            
11            SOL_AWC       000050001.sol 10            28            39            5            
11            SOL_AWC       000050002.sol 10            28            39            5            
11            SOL_AWC       000050003.sol 10            28            39            5            
11            SOL_AWC       000050004.sol 10            28            39            5            
11            SOL_AWC       000050005.sol 10            28            39            5            
11            SOL_AWC       000050006.sol 10            28            39            5            
11            SOL_AWC       000050007.sol 10            28            39            5            
11            SOL_AWC       000050008.sol 10            28            39            5            
11            SOL_AWC       000050009.sol 10            28            39            5            
11            SOL_AWC       000050010.sol 10            28            39            5            
11            SOL_AWC       000050011.sol 10            28            39            5            
11            SOL_AWC       000050012.sol 10            28            39            5            
11            SOL_AWC       000050013.sol 10            28            39            5            
11            SOL_AWC       000050014.sol 10            28            39            5            
11            SOL_AWC       000050015.sol 10            28            39            5            
11            SOL_AWC       000050016.sol 10            28            39            5            
12            CH_N2         000010000.rte 6             4             16            3            
12            CH_N2         000020000.rte 6             4             16            3            
12            CH_N2         000030000.rte 6             4             16            3            
12            CH_N2         000040000.rte 6             4             16            3            
12            CH_N2         000050000.rte 6             4             16            3            
13            CH_K2         000010000.rte 7             4             16            3            
13            CH_K2         000020000.rte 7             4             16            3            
13            CH_K2         000030000.rte 7             4             16            3            
13            CH_K2         000040000.rte 7             4             16            3            
13            CH_K2         000050000.rte 7             4             16            3            
14            OV_N          000010001.hru 5             4             16            3            
14            OV_N          000010002.hru 5             4             16            3            
14            OV_N          000010003.hru 5             4             16            3            
14            OV_N          000010004.hru 5             4             16            3            
14            OV_N          000010005.hru 5             4             16            3            
14            OV_N          000010006.hru 5             4             16            3            
14            OV_N          000010007.hru 5             4             16            3            
14            OV_N          000010008.hru 5             4             16            3            
14            OV_N          000010009.hru 5             4             16            3            
14            OV_N          000010010.hru 5             4             16            3            
14            OV_N          000010011.hru 5             4             16            3            
14            OV_N          000010012.hru 5             4             16            3            
14            OV_N          000010013.hru 5             4             16            3            
14            OV_N          000010014.hru 5             4             16            3            
14            OV_N          000010015.hru 5             4             16            3            
14            OV_N          000010016.hru 5             4             16            3            
14            OV_N          000010017.hru 5             4             16            3            
14            OV_N          000010018.hru 5             4             16            3            
14            OV_N          000010019.hru 5             4             16            3            
14            OV_N          000010020.hru 5             4             16            3            
14            OV_N          000010021.hru 5             4             16            3            
14            OV_N          000020001.hru 5             4             16            3            
14            OV_N          000020002.hru 5             4             16            3            
14            OV_N          000020003.hru 5             4             16            3            
14            OV_N          000020004.hru 5             4             16            3            
14            OV_N          000020005.hru 5             4             16            3            
14            OV_N          000020006.hru 5             4             16            3            
14            OV_N          000020007.hru 5             4             16            3            
14            OV_N          000020008.hru 5             4             16            3            
14            OV_N          000020009.hru 5             4             16            3            
14            OV_N          000020010.hru 5             4             16            3            
14            OV_N          000020011.hru 5             4             16            3            
14            OV_N          000020012.hru 5             4             16            3            
14            OV_N          000020013.hru 5             4             16            3            
14            OV_N          000020014.hru 5             4             16            3            
14            OV_N          000020015.hru 5             4             16            3            
14            OV_N          000020016.hru 5             4             16            3            
14            OV_N          000020017.hru 5             4             16            3            
14            OV_N          000020018.hru 5             4             16            3            
14            OV_N          000020019.hru 5             4             16            3            
14            OV_N          000020020.hru 5             4             16            3            
14            OV_N          000020021.hru 5             4             16            3            
14            OV_N          000020022.hru 5             4             16            3            
14            OV_N          000020023.hru 5             4             16            3            
14            OV_N          000020024.hru 5             4             16            3            
14            OV_N          000020025.hru 5             4             16            3            
14            OV_N          000020026.hru 5             4             16            3            
14            OV_N          000020027.hru 5             4             16            3            
14            OV_N          000020028.hru 5             4             16            3            
14            OV_N          000020029.hru 5             4             16            3            
14            OV_N          000020030.hru 5             4             16            3            
14            OV_N          000020031.hru 5             4             16            3            
14            OV_N          000020032.hru 5             4             16            3            
14            OV_N          000030001.hru 5             4             16            3            
14            OV_N          000030002.hru 5             4             16            3            
14            OV_N          000030003.hru 5             4             16            3            
14            OV_N          000030004.hru 5             4             16            3            
14            OV_N          000030005.hru 5             4             16            3            
14            OV_N          000030006.hru 5             4             16            3            
14            OV_N          000030007.hru 5             4             16            3            
14            OV_N          000030008.hru 5             4             16            3            
14            OV_N          000030009.hru 5             4             16            3            
14            OV_N          000030010.hru 5             4             16            3            
14            OV_N          000030011.hru 5             4             16            3            
14            OV_N          000030012.hru 5             4             16            3            
14            OV_N          000030013.hru 5             4             16            3            
14            OV_N          000030014.hru 5             4             16            3            
14            OV_N          000030015.hru 5             4             16            3            
14            OV_N          000030016.hru 5             4             16            3            
